224;49;ﬂ»∆Ã.00149-01 12;
227;50;ﬂ»∆Ã.00165-01 Ã;2
228;51;ﬂ»∆Ã.00165-01 12 ;2
230;55;ﬂ»∆Ã.00148-01 12 Ã;1
231;46;ﬂ»∆Ã.00148-01 Ã;
233;56;ﬂ»∆Ã.00165-01 Ã;3
234;57;ﬂ»∆Ã.00165-01 12 ;3
235;47;ﬂ»∆Ã.00148-01 12;
236;58;—»ﬂÃ.00187-01 12 01;
237;59;—»ﬂÃ.00187-01 12 02;
238;60;—»ﬂÃ.00187-01 12 03;
239;61;—»ﬂÃ.00167-01 12 01;
240;62;—»ﬂÃ.00167-01 12 02;
241;63;—»ﬂÃ.00167-01 12 03;
242;64;—»ﬂÃ.00167-01 12 04;
243;65;—»ﬂÃ.00167-01 12 05;
244;66;—»ﬂÃ.00176-01 12 01;
245;67;—»ﬂÃ.00176-01 12 02;
246;68;—»ﬂÃ.00176-01 12 03;
247;69;—»ﬂÃ.00176-01 12 04;
248;70;—»ﬂÃ.00176-01 12 05;
249;71;—»ﬂÃ.00176-01 12 06;
250;52;—»ﬂÃ.00331-01 Ã;
251;53;—»ﬂÃ.00331-01 12;
252;72;—»ﬂÃ.00356-01 Ã;
253;73;—»ﬂÃ.00356-01 12;
254;74;—»ﬂÃ.00357-01 Ã;
255;75;—»ﬂÃ.00357-01 12;
256;76;—»ﬂÃ.00379-01 Ã;
257;77;—»ﬂÃ.00379-01 12;
258;78;ﬂ»∆Ã.00174-01 Ã;1
259;79;ﬂ»∆Ã.00163-01 Ã;1
260;80;ﬂ»∆Ã.00163-01 12 ;1
261;81;—»ﬂÃ.00350-01 Ã;
262;82;ﬂ»∆Ã.00297-01 Ã;
263;83;ﬂ»∆Ã.00297-01 12;
264;84;ﬂ»∆Ã.00174-01 Ã;2
265;85;—»ﬂÃ.00197-01 12 01;
266;86;—»ﬂÃ.00197-01 12 02;
267;87;—»ﬂÃ.00197-01 12 03;
268;88;—»ﬂÃ.00197-01 12 04;
269;89;—»ﬂÃ.00197-01 12 06;
270;90;—»ﬂÃ.00197-01 12 07;
271;91;—»ﬂÃ.00197-01 12 08;
272;92;—»ﬂÃ.00197-01 12 09;
273;93;—»ﬂÃ.00197-01 12 10;
274;94;—»ﬂÃ.00197-01 12 11;
275;95;—»ﬂÃ.00197-01 12 12;
276;96;—»ﬂÃ.00197-01 12 13;
277;97;—»ﬂÃ.00197-01 12 14;
278;98;—»ﬂÃ.00197-01 12 15;
279;99;—»ﬂÃ.00197-01 12 16;
280;100;—»ﬂÃ.00197-01 12 05;
281;101;—»ﬂÃ.00197-01 12 17;
282;102;—»ﬂÃ.00197-01 12 18;
283;103;—»ﬂÃ.00197-01 12 19;
284;104;—»ﬂÃ.00197-01 12 20;
285;105;ﬂ»∆Ã.00299-01 Ã;
286;106;ﬂ»∆Ã.00299-01 12 ;
287;107;ﬂ»∆Ã.00094-01 Ã;
288;108;ﬂ»∆Ã.00136-01 Ã;
289;109;ﬂ»∆Ã.00137-01 Ã;
290;110;ﬂ»∆Ã.00138-01 Ã;
291;111;ﬂ»∆Ã.00143-01 Ã;
292;112;ﬂ»∆Ã.00144-01 Ã;
293;113;ﬂ»∆Ã.00150-01 Ã;
294;114;ﬂ»∆Ã.00291-01 Ã;
295;115;ﬂ»∆Ã.00292-01 Ã;
296;116;ﬂ»∆Ã.00293-01 Ã;
297;117;ﬂ»∆Ã.00294-01 Ã;
298;118;ﬂ»∆Ã.00301-01 Ã;
299;119;ﬂ»∆Ã.00301-01 12;
300;120;ﬂ»∆Ã.00026-01 Ã;
301;121;ﬂ»∆Ã.00027-01 Ã;
302;122;ﬂ»∆Ã.00028-01 Ã;
303;123;ﬂ»∆Ã.00029-01 Ã;
304;124;ﬂ»∆Ã.00030-01 Ã;
305;125;ﬂ»∆Ã.00032-01 Ã;
306;126;ﬂ»∆Ã.00035-01 Ã;
307;127;ﬂ»∆Ã.00036-01 Ã;
308;128;ﬂ»∆Ã.00037-01 Ã;
309;129;ﬂ»∆Ã.00038-01 Ã;
310;130;ﬂ»∆Ã.00133-01 Ã;
311;131;ﬂ»∆Ã.00133-01 12;
312;132;ﬂ»∆Ã.00134-01 12;
313;133;ﬂ»∆Ã.00134-01 Ã;
314;134;ﬂ»∆Ã.00148-01 Ã;2
315;135;ﬂ»∆Ã.00148-01 12;2
316;136;ﬂ»∆Ã.00149-01 Ã;2
317;137;ﬂ»∆Ã.00149-01 12;2
318;138;ﬂ»∆Ã.00165-01 Ã;4
319;139;ﬂ»∆Ã.00165-01 12 ;4
320;140;ﬂ»∆Ã.00298-01 Ã;
321;141;ﬂ»∆Ã.00298-01 12;
322;142;—»ﬂÃ.00196-01 12 01;
323;143;—»ﬂÃ.00196-01 12 02;
324;144;—»ﬂÃ.00196-01 12 03;
325;145;—»ﬂÃ.00196-01 12 04;
326;146;—»ﬂÃ.00196-01 12 05;
327;147;—»ﬂÃ.00196-01 12 06;
328;148;—»ﬂÃ.00196-01 12 07;
329;149;—»ﬂÃ.00196-01 12 08;
330;150;—»ﬂÃ.00196-01 12 09;
331;151;—»ﬂÃ.00196-01 12 10;
332;152;—»ﬂÃ.00196-01 12 11;
333;153;—»ﬂÃ.00196-01 12 12;
334;154;—»ﬂÃ.00196-01 12 13;
335;155;—»ﬂÃ.00196-01 12 14;
336;156;—»ﬂÃ.00196-01 12 15;
337;157;—»ﬂÃ.00196-01 12 16;
338;158;—»ﬂÃ.00196-01 12 17;
339;159;—»ﬂÃ.00196-01 12 18;
340;160;—»ﬂÃ.00196-01 12 19;
341;161;—»ﬂÃ.00260-01 Ã;
342;162;ﬂ»∆Ã.00319-01 12;
343;163;ﬂ»∆Ã.00319-01 Ã;
344;164;ﬂ»∆Ã.00296-01 Ã;
345;165;ﬂ»∆Ã.00296-01 12;
357;166;—»ﬂÃ.00169-01 12 01;
358;167;—»ﬂÃ.00169-01 12 02;
359;168;—»ﬂÃ.00169-01 12 03;
360;169;—»ﬂÃ.00169-01 12 04;
361;170;—»ﬂÃ.00169-01 12 05;
362;171;—»ﬂÃ.00169-01 12 06;
363;172;—»ﬂÃ.00169-01 12 07;
364;173;—»ﬂÃ.00169-01 12 08;
365;174;—»ﬂÃ.00169-01 12 09;
366;175;—»ﬂÃ.00169-01 12 10;
367;176;—»ﬂÃ.00169-01 12 11;
368;177;—»ﬂÃ.00169-01 12 12;
369;178;—»ﬂÃ.00169-01 12 13;
370;179;—»ﬂÃ.00169-01 12 14;
371;180;—»ﬂÃ.00169-01 12 15;
372;181;—»ﬂÃ.00169-01 12 16;
373;182;—»ﬂÃ.00169-01 12 17;
374;183;—»ﬂÃ.00169-01 12 18;
375;184;—»ﬂÃ.00169-01 12 19;
376;185;—»ﬂÃ.00169-01 12 20;
377;186;—»ﬂÃ.00169-01 12 21;
378;187;—»ﬂÃ.00169-01 12 22;
379;188;—»ﬂÃ.00364-02 Ã;
380;189;—»ﬂÃ.00364-02 12;
381;190;—»ﬂÃ.00165-01 12 01;
382;191;—»ﬂÃ.00165-01 12 02;
383;192;—»ﬂÃ.00165-01 12 03;
384;193;—»ﬂÃ.00165-01 12 04;
385;194;—»ﬂÃ.00165-01 12  05;
386;195;—»ﬂÃ.00165-01 12 06;
387;196;—»ﬂÃ.00165-01 12 07;
388;197;—»ﬂÃ.00165-01 12 08;
389;198;—»ﬂÃ.00165-01 12 09;
390;199;—»ﬂÃ.00165-01 12 10;
391;200;—»ﬂÃ.00165-01 12 11;
392;201;—»ﬂÃ.00165-01 12 12;
393;202;—»ﬂÃ.00165-01 12 13;
394;203;—»ﬂÃ.00165-01 12 14;
395;204;—»ﬂÃ.00165-01 12 15;
396;205;—»ﬂÃ.00165-01 12 16;
397;206;—»ﬂÃ.00165-01 12 17;
398;207;—»ﬂÃ.00165-01 12 18;
399;208;—»ﬂÃ.00165-01 12 19;
400;209;—»ﬂÃ.00165-01 12 20;
401;210;—»ﬂÃ.00165-01 12 21;
402;211;—»ﬂÃ.00165-01 12 22;
403;212;—»ﬂÃ.00165-01 12 23;
404;213;—»ﬂÃ.00165-01 12 24;
405;214;—»ﬂÃ.00165-01 12 25;
406;215;—»ﬂÃ.00165-01 12 26;
407;216;—»ﬂÃ.00165-01 12 27;
408;217;—»ﬂÃ.00165-01 12 28;
409;218;—»ﬂÃ.00165-01 12 29;
410;219;—»ﬂÃ.00165-01 12 30;
411;220;—»ﬂÃ.00165-01 12 31;
412;221;—»ﬂÃ.00166-01 12 01;
413;222;—»ﬂÃ.00166-01 12 02;
414;223;—»ﬂÃ.00166-01 12 03;
415;224;—»ﬂÃ.00166-01 12 04;
416;225;—»ﬂÃ.00166-01 12 05;
417;226;—»ﬂÃ.00166-01 12 06;
418;227;—»ﬂÃ.00166-01 12 07;
419;228;ﬂ»∆Ã.00317-01 Ã;
420;229;ﬂ»∆Ã.00317-01 12;
421;230;ﬂ»∆Ã.00306-01 12 01;
422;231;ﬂ»∆Ã.00306-01 12 02;
423;232;ﬂ»∆Ã.00306-01 12 03;
424;233;ﬂ»∆Ã.00306-01 12 04;
425;234;ﬂ»∆Ã.00306-01 12 06;
426;235;ﬂ»∆Ã.00306-01 12 07;
427;236;ﬂ»∆Ã.00306-01 12 08;
428;237;ﬂ»∆Ã.00306-01 12 09;
429;238;ﬂ»∆Ã.00306-01 12 10;
430;239;ﬂ»∆Ã.00306-01 12 11;
431;240;ﬂ»∆Ã.00306-01 12 12;
432;241;ﬂ»∆Ã.00306-01 12 13;
433;242;ﬂ»∆Ã.00306-01 12 14;
434;243;ﬂ»∆Ã.00306-01 12 15;
435;244;ﬂ»∆Ã.00306-01 12 16;
436;245;ﬂ»∆Ã.00306-01 12 17;
437;246;ﬂ»∆Ã.00306-01 12 18;
438;247;ﬂ»∆Ã.00306-01 Ã;
439;248;—»ﬂÃ.00353-01 12 01;
440;249;—»ﬂÃ.00353-01 12 02;
441;250;—»ﬂÃ.00353-01 12 03;
442;251;—»ﬂÃ.00353-01 12 04;
443;252;—»ﬂÃ.00353-01 12 06;
444;253;—»ﬂÃ.00353-01 12 07;
445;254;—»ﬂÃ.00353-01 12 08;
446;255;—»ﬂÃ.00353-01 12 09;
447;256;—»ﬂÃ.00353-01 12 11;
448;257;—»ﬂÃ.00353-01 12 12;
449;258;—»ﬂÃ.00353-01 12 13;
450;259;—»ﬂÃ.00353-01 12 14;
451;260;—»ﬂÃ.00353-01 12 15;
452;261;—»ﬂÃ.00353-01 12 19;
453;262;—»ﬂÃ.00353-01 12 20;
454;263;—»ﬂÃ.00353-01 12 21;
455;264;—»ﬂÃ.00353-01 12 22;
456;265;—»ﬂÃ.00353-01 12 24;
457;266;—»ﬂÃ.00352-01 Ã;
458;267;—»ﬂÃ.00354-01 12 01;
459;268;—»ﬂÃ.00354-01 12 02;
460;269;—»ﬂÃ.00354-01 12 03;
461;270;—»ﬂÃ.00354-01 12 04;
462;271;—»ﬂÃ.00354-01 12 05;
463;272;—»ﬂÃ.00354-01 12 06;
464;273;—»ﬂÃ.00354-01 12 07;
465;274;—»ﬂÃ.00354-01 12 08;
466;275;—»ﬂÃ.00354-01 12 10;
467;276;—»ﬂÃ.00354-01 12 11;
468;277;—»ﬂÃ.00354-01 12 12;
469;278;—»ﬂÃ.00354-01 12 13;
470;279;—»ﬂÃ.00354-01 12 14;
471;280;—»ﬂÃ.00354-01 12 15;
472;281;—»ﬂÃ.00354-01 12 19;
473;282;—»ﬂÃ.00354-01 12 20;
474;283;—»ﬂÃ.00354-01 12 21;
475;284;—»ﬂÃ.00354-01 12 22;
476;285;—»ﬂÃ.00354-01 12 24;
477;286;—»ﬂÃ.00183-01 12 01;
478;287;—»ﬂÃ.00183-01 12 02;
479;288;—»ﬂÃ.00183-01 12 03;
480;289;—»ﬂÃ.00183-01 12 04;
481;290;—»ﬂÃ.00183-01 12 05;
482;291;—»ﬂÃ.00177-01 Ã;
483;292;—»ﬂÃ.00198-01 12;
484;293;—»ﬂÃ.00366-01 Ã;
485;294;—»ﬂÃ.00366-01 12;
486;295;—»ﬂÃ.00325-01 12;
487;296;—»ﬂÃ.00186-01 12 01;
488;297;—»ﬂÃ.00186-01 12 02;
489;298;—»ﬂÃ.00186-01 12 03;
490;299;—»ﬂÃ.00186-01 12 04;
491;300;—»ﬂÃ.00186-01 12 05;
492;301;—»ﬂÃ.00186-01 12 06;
493;302;—»ﬂÃ.00186-01 12 07;
494;303;—»ﬂÃ.00186-01 12 08;
495;304;—»ﬂÃ.00186-01 12 09;
496;305;—»ﬂÃ.00186-01 12 10;
497;306;—»ﬂÃ.00186-01 12 11;
498;307;—»ﬂÃ.00186-01 12 12 ;
499;308;—»ﬂÃ.00186-01 12 17;
500;309;—»ﬂÃ.00186-01 12 18;
501;310;—»ﬂÃ.00186-01 12 19;
502;311;—»ﬂÃ.00186-01 12 20;
503;312;—»ﬂÃ.00186-01 12 21;
504;313;—»ﬂÃ.00186-01 12 22;
505;314;—»ﬂÃ.00186-01 12 23;
506;315;—»ﬂÃ.00186-01 12 24;
507;316;—»ﬂÃ.00186-01 12 25;
508;317;—»ﬂÃ.00186-01 12 26;
509;318;—»ﬂÃ.00186-01 12 27;
510;319;—»ﬂÃ.00194-01 12 01;
511;320;—»ﬂÃ.00194-01 12 02;
512;321;—»ﬂÃ.00194-01 12 03;
513;322;—»ﬂÃ.00194-01 12 04;
514;323;—»ﬂÃ.00194-01 12 05;
515;324;—»ﬂÃ.00327-01 12 ;
516;325;ﬂ»∆Ã.00330-01 12;
517;326;ﬂ»∆Ã.00330-01 Ã;
518;327;—»ﬂÃ.00367-01 Ã;
519;328;—»ﬂÃ.00367-01 12;
520;329;—»ﬂÃ.00403-01 Ã;
521;330;—»ﬂÃ.00403-01 12;
522;331;—»ﬂÃ.00186-01 12 13;
523;332;—»ﬂÃ.00186-01 12 14;
524;333;—»ﬂÃ.00186-01 12 15;
525;334;—»ﬂÃ.00186-01 12 16;
526;335;—»ﬂÃ.00197-01 12 05;1
527;336;—»ﬂÃ.00175-01 Ã;
528;337;—»ﬂÃ.00178-01 Ã;
529;338;—»ﬂÃ.00192-01 12 01;
530;339;—»ﬂÃ.00192-01 12 02;
531;340;—»ﬂÃ.00192-01 12 03;
532;341;—»ﬂÃ.00192-01 12 04;
533;342;—»ﬂÃ.00192-01 12 05;
534;343;—»ﬂÃ.00192-01 12 06;
535;344;—»ﬂÃ.00192-01 12 07;
536;345;—»ﬂÃ.00192-01 12 08;
537;346;—»ﬂÃ.00192-01 12 09;
538;347;—»ﬂÃ.00192-01 12 10;
539;348;—»ﬂÃ.00192-01 12 11;
540;349;—»ﬂÃ.00192-01 12 13;
541;350;—»ﬂÃ.00192-01 12 14;
542;351;—»ﬂÃ.00192-01 12 15;
543;352;—»ﬂÃ.00192-01 12 16;
544;353;—»ﬂÃ.00192-01 12 17;
545;354;—»ﬂÃ.00192-01 12 18;
546;355;—»ﬂÃ.00192-01 12 20;
547;356;—»ﬂÃ.00192-01 12 21;
548;357;—»ﬂÃ.00192-01 12 22;
549;358;—»ﬂÃ.00192-01 12 28;
550;359;—»ﬂÃ.00192-01 12 29;
551;360;—»ﬂÃ.00192-01 12 30;
552;361;—»ﬂÃ.00192-01 12 23;
553;362;—»ﬂÃ.00192-01 12 24;
554;363;—»ﬂÃ.00192-01 12 25;
555;364;—»ﬂÃ.00192-01 12 26;
556;365;—»ﬂÃ.00192-01 12 27;
557;366;ﬂ»∆Ã.00334-01 12;
558;367;ﬂ»∆Ã.00334-01 Ã;
559;368;—»ﬂÃ.00191-01 12 01;
560;369;—»ﬂÃ.00191-01 12 02;
561;370;—»ﬂÃ.00191-01 12 03;
562;371;—»ﬂÃ.00191-01 12 04;
563;372;—»ﬂÃ.00191-01 12 05;
564;373;—»ﬂÃ.00191-01 12 06;
565;374;—»ﬂÃ.00191-01 12 07;
566;375;—»ﬂÃ.00191-01 12 08;
567;376;—»ﬂÃ.00191-01 12 09;
568;377;—»ﬂÃ.00191-01 12 10;
569;378;—»ﬂÃ.00191-01 12 11;
570;379;—»ﬂÃ.00191-01 12 12 ;
571;380;—»ﬂÃ.00191-01 12 13;
572;381;—»ﬂÃ.00191-01 12 15;
573;382;—»ﬂÃ.00191-01 12 16;
574;383;—»ﬂÃ.00191-01 12 17;
575;384;—»ﬂÃ.00191-01 12 18;
576;385;—»ﬂÃ.00191-01 12 19;
577;386;—»ﬂÃ.00191-01 12 20;
578;387;—»ﬂÃ.00191-01 12 21;
579;388;—»ﬂÃ.00191-01 12 22;
580;389;—»ﬂÃ.00191-01 12 23;
581;390;—»ﬂÃ.00191-01 12 24;
582;391;—»ﬂÃ.00191-01 12 25;
583;392;—»ﬂÃ.00191-01 12 26;
584;393;—»ﬂÃ.00191-01 12 27;
585;394;—»ﬂÃ.00191-01 12 28;
586;395;—»ﬂÃ.00191-01 12 29;
587;396;—»ﬂÃ.00191-01 12 30;
588;397;—»ﬂÃ.00191-01 12 31;
589;398;—»ﬂÃ.00191-01 12 14;
590;399;—»ﬂÃ.00191-01 96 14 ÔËÎÓ;
591;400;—»ﬂÃ.00326-01 12;
592;401;ﬂ»∆Ã.00331-01 Ã;
593;402;ﬂ»∆Ã.00331-01 12;
594;403;—»ﬂÃ.00228-01 12 01;
595;404;—»ﬂÃ.00228-01 12 02;
596;405;—»ﬂÃ.00228-01 12 03;
597;406;—»ﬂÃ.00228-01 12 04;
598;407;—»ﬂÃ.00228-01 12 05;
599;408;—»ﬂÃ.00228-01 12 06;
600;409;—»ﬂÃ.00228-01 12 07;
601;410;—»ﬂÃ.00228-01 12 08;
602;411;—»ﬂÃ.00228-01 12 09;
603;412;—»ﬂÃ.00228-01 12 10;
604;413;—»ﬂÃ.00228-01 12 11;
605;414;—»ﬂÃ.00228-01 12 12;
606;415;—»ﬂÃ.00228-01 12 13;
607;416;—»ﬂÃ.00228-01 12 14;
608;417;—»ﬂÃ.00228-01 12 15;
609;418;—»ﬂÃ.00228-01 12 16;
610;419;—»ﬂÃ.00228-01 12 17;
611;420;—»ﬂÃ.00228-01 12 18;
612;421;—»ﬂÃ.00228-01 12 19;
613;422;—»ﬂÃ.00228-01 12 20;
614;423;—»ﬂÃ.00228-01 12 21;
615;424;—»ﬂÃ.00228-01 12 22 ;
616;425;—»ﬂÃ.00228-01 12 23;
617;426;—»ﬂÃ.00228-01 12 24;
618;427;—»ﬂÃ.00228-01 12 25;
619;428;—»ﬂÃ.00228-01 12 26;
620;429;—»ﬂÃ.00228-01 12 27;
621;430;—»ﬂÃ.00228-01 12 28;
622;431;—»ﬂÃ.00228-01 12 29;
623;432;—»ﬂÃ.00228-01 12 30;
624;433;—»ﬂÃ.00228-01 12 31;
625;434;—»ﬂÃ.00228-01 12 32;
626;435;—»ﬂÃ.00228-01 12 33;
627;436;—»ﬂÃ.00228-01 12 34;
628;437;—»ﬂÃ.00228-01 12 35;
629;438;—»ﬂÃ.00228-01 12 36;
630;439;—»ﬂÃ.00243-01 12 01;
631;440;—»ﬂÃ.00243-01 12 02;
632;441;—»ﬂÃ.00243-01 12 03;
633;442;—»ﬂÃ.00243-01 12 04;
634;443;—»ﬂÃ.00243-01 12 05;
635;444;—»ﬂÃ.00243-01 12 06;
636;445;—»ﬂÃ.00243-01 12 07;
637;446;—»ﬂÃ.00243-01 12 08;
638;447;—»ﬂÃ.00243-01 12 09;
639;448;—»ﬂÃ.00243-01 12 10;
640;449;—»ﬂÃ.00243-01 12 11;
641;450;—»ﬂÃ.00243-01 12 12;
642;451;—»ﬂÃ.00243-01 12 13;
643;452;—»ﬂÃ.00243-01 12 14;
644;453;—»ﬂÃ.00244-01 12 01;
645;454;—»ﬂÃ.00244-01 12 02;
646;455;—»ﬂÃ.00244-01 12 03;
647;456;—»ﬂÃ.00244-01 12 04;
648;457;—»ﬂÃ.00244-01 12 05;
649;458;—»ﬂÃ.00244-01 12 06;
650;459;—»ﬂÃ.00244-01 12 07;
651;460;—»ﬂÃ.00244-01 12 08;
652;461;—»ﬂÃ.00244-01 12 09;
653;462;—»ﬂÃ.00244-01 12 10;
654;463;—»ﬂÃ.00244-01 12 11;
655;464;—»ﬂÃ.00244-01 12 12;
656;465;—»ﬂÃ.00244-01 12 13;
657;466;—»ﬂÃ.00259-01 12;
658;467;ﬂ»∆Ã.00192-01 12 ;
659;468;—»ﬂÃ.00172-01 96 01;
660;469;—»ﬂÃ.00172-01 96 02;
661;470;—»ﬂÃ.00172-01 96 03;
662;471;—»ﬂÃ.00172-01 96 04;
663;472;—»ﬂÃ.00172-01 96 05;
664;473;—»ﬂÃ.00172-01 96 06;
665;474;—»ﬂÃ.00172-01 96 07;
666;475;—»ﬂÃ.00172-01 96 08;
667;476;—»ﬂÃ.00172-01 96 09;
668;477;—»ﬂÃ.00172-01 96 10;
669;478;—»ﬂÃ.00172-01 96 11;
670;479;—»ﬂÃ.00172-01 96 12;
671;480;—»ﬂÃ.00172-01 96 13;
672;481;—»ﬂÃ.00172-01 96 14;
673;482;—»ﬂÃ.00172-01 96 15;
674;483;—»ﬂÃ.00172-01 96 16;
675;484;—»ﬂÃ.00172-01 96 17;
676;485;—»ﬂÃ.00172-01 96 18;
677;486;—»ﬂÃ.00172-01 96 19;
678;487;—»ﬂÃ.00172-01 96 20;
679;488;—»ﬂÃ.00172-01 96 21;
680;489;—»ﬂÃ.00172-01 96 22;
681;490;—»ﬂÃ.00172-01 96 23;
682;491;—»ﬂÃ.00172-01 96 24;
683;492;—»ﬂÃ.00172-01 96 25;
684;493;—»ﬂÃ.00172-01 96 26;
685;494;—»ﬂÃ.00189-01 12 01;
686;495;—»ﬂÃ.00189-01 12 02;
687;496;—»ﬂÃ.00189-01 12 03;
688;497;—»ﬂÃ.00189-01 12 04;
689;498;—»ﬂÃ.00189-01 12 05;
690;499;—»ﬂÃ.00189-01 12 06;
691;500;—»ﬂÃ.00189-01 12 07;
692;501;—»ﬂÃ.00189-01 12 08;
693;502;—»ﬂÃ.00189-01 12 09;
694;503;—»ﬂÃ.00189-01 12 10;
695;504;—»ﬂÃ.00189-01 12 11;
696;505;—»ﬂÃ.00189-01 12 12;
697;506;—»ﬂÃ.00189-01 12 13;
698;507;—»ﬂÃ.00189-01 12 32;
699;508;—»ﬂÃ.00189-01 12 34;
700;509;—»ﬂÃ.00189-01 12 40;
701;510;—»ﬂÃ.00189-01 12 45;
702;511;—»ﬂÃ.00189-01 12 46;
703;512;—»ﬂÃ.00189-01 12 47;
704;513;—»ﬂÃ.00189-01 12 48;
705;514;—»ﬂÃ.00189-01 12 49;
706;515;—»ﬂÃ.00189-0112 50;
707;516;—»ﬂÃ.00189-01 12 51;
708;517;—»ﬂÃ.00189-01 12 52;
709;518;—»ﬂÃ.00189-01 12 53;
710;519;—»ﬂÃ.00189-01 12 54;
711;520;—»ﬂÃ.00189-01 12 55;
712;521;—»ﬂÃ.00189-01 12 56;
713;522;—»ﬂÃ.00189-01 12 14;
714;523;—»ﬂÃ.00189-01 12 15;
715;524;—»ﬂÃ.00189-01 12 16;
716;525;—»ﬂÃ.00189-01 12 17;
717;526;—»ﬂÃ.00189-01 12 18;
718;527;—»ﬂÃ.00189-01 12 19;
719;528;—»ﬂÃ.00189-01 12 20;
720;529;—»ﬂÃ.00189-01 12 21;
721;530;—»ﬂÃ.00189-01 12 22;
722;531;—»ﬂÃ.00189-01 12 23;
723;532;—»ﬂÃ.00189-01 12 24;
724;533;—»ﬂÃ.00189-01 12 25;
725;534;—»ﬂÃ.00189-01 12 29;
726;535;—»ﬂÃ.00189-01 12 30;
727;536;—»ﬂÃ.00189-01 12 41;
728;537;—»ﬂÃ.00189-01 12 42;
729;538;—»ﬂÃ.00189-01 12 43;
730;539;—»ﬂÃ.00189-01 12 44;
731;540;—»ﬂÃ.00189-01 12 35;
732;541;—»ﬂÃ.00189-01 12 36;
733;542;—»ﬂÃ.00189-01 12 37;
734;543;—»ﬂÃ.00189-01 12 38;
735;544;—»ﬂÃ.00189-01 12 39;
736;545;—»ﬂÃ.00189-01 12 57;
737;546;—»ﬂÃ.00193-01 12 01;
738;547;—»ﬂÃ.00193-01 12 02;
739;548;—»ﬂÃ.00193-01 12 03;
740;549;ﬂ»∆Ã.00133-01 Ã;1
741;550;ﬂ»∆Ã.00133-01 12;1
742;551;ﬂ»∆Ã.00134-01 12;1
743;552;ﬂ»∆Ã.00134-01 Ã;1
751;553;ﬂ»∆Ã.00157-01 Ã;
752;554;ﬂ»∆Ã.00157-01 12;
753;555;ﬂ»∆Ã.00158-01 Ã;
754;556;ﬂ»∆Ã.00158-01 12;
755;557;ﬂ»∆Ã.00168-01 Ã;
756;558;ﬂ»∆Ã.00168-01 12;
757;559;ﬂ»∆Ã.00169-01 Ã;
758;560;ﬂ»∆Ã.00169-01 12;
759;561;ﬂ»∆Ã.00170-01 Ã;
760;562;ﬂ»∆Ã.00170-01 12;
761;563;—»ﬂÃ.00172-01 12 01;
762;564;—»ﬂÃ.00172-01 12 02;
763;565;—»ﬂÃ.00172-01 12 03;
764;566;—»ﬂÃ.00172-01 12 04;
765;567;—»ﬂÃ.00172-01 12 05;
766;568;—»ﬂÃ.00172-01 12 06;
767;569;—»ﬂÃ.00172-01 12 07;
768;570;—»ﬂÃ.00172-01 12 08;
769;571;—»ﬂÃ.00172-01 12 09;
770;572;—»ﬂÃ.00172-01 12 10;
771;573;—»ﬂÃ.00172-01 12 11;
772;574;—»ﬂÃ.00172-01 12 12;
773;575;—»ﬂÃ.00172-01 12 13;
